TimeElapsed,time,territoryName,totalMandates,FinalMandates
0,06-10-2019 20:10,Coimbra,0,3
0,06-10-2019 20:10,Coimbra,0,1
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Coimbra,0,0
0,06-10-2019 20:10,Évora,0,2
0,06-10-2019 20:10,Évora,0,1
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Évora,0,0
0,06-10-2019 20:10,Faro,0,5
0,06-10-2019 20:10,Faro,0,3
0,06-10-2019 20:10,Faro,0,1
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Faro,0,0
0,06-10-2019 20:10,Guarda,0,1
0,06-10-2019 20:10,Guarda,0,2
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Guarda,0,0
0,06-10-2019 20:10,Leiria,0,5
0,06-10-2019 20:10,Leiria,0,4
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,1
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Leiria,0,0
0,06-10-2019 20:10,Lisboa,0,20
0,06-10-2019 20:10,Lisboa,0,12
0,06-10-2019 20:10,Lisboa,0,5
0,06-10-2019 20:10,Lisboa,0,4
0,06-10-2019 20:10,Lisboa,0,2
0,06-10-2019 20:10,Lisboa,0,2
0,06-10-2019 20:10,Lisboa,0,1
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,1
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,1
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Lisboa,0,0
0,06-10-2019 20:10,Madeira,0,3
0,06-10-2019 20:10,Madeira,0,3
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Madeira,0,0
0,06-10-2019 20:10,Portalegre,0,2
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Portalegre,0,0
0,06-10-2019 20:10,Porto,0,17
0,06-10-2019 20:10,Porto,0,15
0,06-10-2019 20:10,Porto,0,4
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,1
0,06-10-2019 20:10,Porto,0,2
0,06-10-2019 20:10,Porto,0,1
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Porto,0,0
0,06-10-2019 20:10,Santarém,0,4
0,06-10-2019 20:10,Santarém,0,3
0,06-10-2019 20:10,Santarém,0,1
0,06-10-2019 20:10,Santarém,0,1
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Santarém,0,0
0,06-10-2019 20:10,Setúbal,0,9
0,06-10-2019 20:10,Setúbal,0,3
0,06-10-2019 20:10,Setúbal,0,3
0,06-10-2019 20:10,Setúbal,0,2
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,1
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Setúbal,0,0
0,06-10-2019 20:10,Viana do Castelo,0,3
0,06-10-2019 20:10,Viana do Castelo,0,3
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Viana do Castelo,0,0
0,06-10-2019 20:10,Vila Real,0,3
0,06-10-2019 20:10,Vila Real,0,2
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Vila Real,0,0
0,06-10-2019 20:10,Viseu,0,4
0,06-10-2019 20:10,Viseu,0,4
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
0,06-10-2019 20:10,Viseu,0,0
5,06-10-2019 20:15,Território Nacional,0,106
5,06-10-2019 20:15,Território Nacional,0,77
5,06-10-2019 20:15,Território Nacional,0,19
5,06-10-2019 20:15,Território Nacional,0,5
5,06-10-2019 20:15,Território Nacional,0,12
5,06-10-2019 20:15,Território Nacional,0,4
5,06-10-2019 20:15,Território Nacional,0,1
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,1
5,06-10-2019 20:15,Território Nacional,0,1
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Território Nacional,0,0
5,06-10-2019 20:15,Aveiro,0,6
5,06-10-2019 20:15,Aveiro,0,7
5,06-10-2019 20:15,Aveiro,0,2
5,06-10-2019 20:15,Aveiro,0,1
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Aveiro,0,0
5,06-10-2019 20:15,Beja,0,2
5,06-10-2019 20:15,Beja,0,1
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Beja,0,0
5,06-10-2019 20:15,Braga,0,8
5,06-10-2019 20:15,Braga,0,8
5,06-10-2019 20:15,Braga,0,2
5,06-10-2019 20:15,Braga,0,1
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Braga,0,0
5,06-10-2019 20:15,Bragança,0,2
5,06-10-2019 20:15,Bragança,0,1
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Bragança,0,0
5,06-10-2019 20:15,Castelo Branco,0,3
5,06-10-2019 20:15,Castelo Branco,0,1
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Castelo Branco,0,0
5,06-10-2019 20:15,Coimbra,0,5
5,06-10-2019 20:15,Coimbra,0,3
5,06-10-2019 20:15,Coimbra,0,1
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Coimbra,0,0
5,06-10-2019 20:15,Évora,0,2
5,06-10-2019 20:15,Évora,0,1
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Évora,0,0
5,06-10-2019 20:15,Faro,0,5
5,06-10-2019 20:15,Faro,0,3
5,06-10-2019 20:15,Faro,0,1
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Faro,0,0
5,06-10-2019 20:15,Guarda,0,1
5,06-10-2019 20:15,Guarda,0,2
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Guarda,0,0
5,06-10-2019 20:15,Leiria,0,5
5,06-10-2019 20:15,Leiria,0,4
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,1
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Leiria,0,0
5,06-10-2019 20:15,Lisboa,0,20
5,06-10-2019 20:15,Lisboa,0,12
5,06-10-2019 20:15,Lisboa,0,5
5,06-10-2019 20:15,Lisboa,0,4
5,06-10-2019 20:15,Lisboa,0,2
5,06-10-2019 20:15,Lisboa,0,2
5,06-10-2019 20:15,Lisboa,0,1
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,1
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,1
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Lisboa,0,0
5,06-10-2019 20:15,Madeira,0,3
5,06-10-2019 20:15,Madeira,0,3
